company,job_header,job_description
itsmysite.com,"Product Development, Software Design, Computer Programming","We are looking for talented programmers who have a knack for creative, original, and elegant software and interface solutions. We are looking for responsible and long-term players committed to quality work and company objectives. Candidates must demonstrate drive and accountability and can expect stimulating evolution of their jobs as our company evolves.
Responsibilities
Excellent communication and teamwork skills
A BS in Computer Science (or equivalent)
Knowledge of object-oriented programming, HTML, PC and NT environments UNIX, Java, JavaScript, C++, Perl, CGI, or other Web-related programming a plus
Extensive knowledge and experience with the Internet and the World Wide Web recommended
Position is full-time and starts immediately."
Kepler Communications,Embedded Software Engineer,"Kepler is on a Mission to bring the internet to space. Incorporated in 2015, Kepler’s guiding star is to enable the space economy through the creation of a communication network in Low Earth Orbit (LEO) that will provide connectivity services to other space missions, be they on orbit in LEO, MEO, GEO, or beyond. With an expanding base of early customers and our first 15 satellites in orbit, Kepler is continuing to grow and expand its most important asset – the Team! Based out of our HQ in Toronto and with an office in the UK and a newly formed office in the US we are building towards a truly global company delivering a product for the whole world.

We're on the hunt for a top-tier Embedded Software Engineer. Your focus will be on software development and maintenance required for both space and ground based assets for a growing fleet of spacecraft. You'll be relied upon for input and decisions that will directly impact design and operation.

Responsibilities:
Design and develop reliable, high quality software related to:
On board software for our next generation of satellites
Embedded Linux for both space and ground systems
Firmware and driversIoT modules
Writing thorough tests and documentation
Participating in software design review and code review processes
Work with electrical, digital design, and operations teams to identify required features and solidify the system architecture
Provide technical leadership and mentorship to junior engineers
Identify shortcomings in existing software components and direct future development efforts

Requirements:
5+ years of embedded software development experience
Bachelor's degree in Computer Science or equivalent
Strong software design and development skills, including algorithms, testing and debugging
Proficiency in C/C++, especially in embedded topics such as interrupt handlers, concurrency, memory mapped peripherals, and hardware interfaces (SPI, I2C, CAN)Experience with embedded operating systems and build systems, including OpenEmbedded/Yocto and FreeRTOS
Embedded Linux experience including writing kernel modules, device trees, and drivers
Excellent communication skills
Ability to effectively use git
Bonus Points:
Master's degree
Python development experience
Experience developing software for aerospace applications
Experience developing multi-stage bootloaders
Strong knowledge of computer networking and modern networking protocols
Experience with RTL (Verilog and/or VHDL) and embedded SoCs
Hardware debugging experience (oscilloscopes, logic analyzers, etc.)Experience with ARM assembly
Kepler Communications Inc. is committed to fostering an inclusive, accessible environment, where all employees and customers feel valued, respected and supported. We welcome applications from: women, Aboriginal persons, persons with disabilities, ethnic minorities, visible minorities, people who identify as LGBT and others who may contribute to diversification in our workplace.

As part of our commitment to accessibility for all persons with disabilities, Kepler will, upon the request of the applicant, provide accommodation during the recruitment process to ensure equal access to applicants with disabilities. Please contact our People & Culture team, through our Career Page to make your accommodation needs known and we will consult with you to ensure suitable accommodation is provided."
Munich Re,"Data Engineer, NA Integrated Analytics (2022 New Grad – Toro...","Our Integrated Analytics (IA) team is expanding. We’re looking for new/recent graduates who have a passion for data, technical aptitude, and an eagerness to work alongside our experienced professionals in this dynamic field.

Munich Re sees the use of data as instrumental in making it easier for people to buy life insurance and to expand the number of people insured. IA leads this effort in the US and Canada for the North American Life business. The role of the Data Engineer is to develop and deploy data intensive applications in support of underwriting, audit, fraud detection and portfolio monitoring.
To learn more about the North American Integrated Analytics team, please visit our site: https://www.munichre.com/us-life/en/solutions/integrated-analytics.html

Responsibilities may include, but will not be limited to the following:
Assist with the development of Python based applications and predictive models deployed as RESTful microservices;
Help establish CI/CD workflows and cloud deployment using Docker and various Azure resources;
Participate in various projects in the fields of statistics, machine learning, and deep learning – collaborating with our greater team of scientists and engineers;
Support in adapting and customizing machine learning and natural language processing to execute core data ingestion and transformation tasks (translations, validations, exception detection);
Help employ image recognition and natural language processing to capture data from unstructured data including image, text, and handwriting;
Build data pipelines based on modern IT architectures (batch & streaming) – configure extract/transform/load software and rules engines.

We’re looking for well-rounded individuals who are technically astute, have strong communication skills, and demonstrate the ability to build positive relationships with internal clients. We’re seeking energetic and collaborative professionals who are excited to join our winning team and show promise of becoming a future leader in the data engineering space.
Specifically, we’re looking for the following qualifications:
Undergraduate or graduate degree in Computer Science, Statistics, Applied Mathematics, Information Technology, Engineering (Computer, Software, Physics, Bioinformatics) – or equivalent program offering coursework manipulating large datasets;
Relevant work experience, having completed at least one relevant internship or co-op work term;
Familiarity with a variety of programming languages and technologies (such as, but not limited to: Python, Flask, SQL, API or web service development, Hadoop and Distributed Computing);
Demonstrated experience developing software or analyzing large datasets;
Excellent communication skills – spoken & written;
Demonstrated ability to create and manage positive professional relationships with good client service acumen;
Knowledge of the insurance or financial services industry is considered an asset.
Note that this opportunity is open to both graduating students, as well as recent graduates who have obtained their degree within the past year.

Munich Re’s track record as one of the world’s leading reinsurance companies is based on a solid capital foundation, in-depth risk expertise and market know-how. Our data, our technology, and our teams place us in a unique position to lead the change to redefine the nature and impact of reinsurance for the future. We’re investing strategically in our world class talent, offering our employees a diverse and challenging work environment which promotes professional development, innovation, and passion – and rewards high performance.
Please note that only candidates who are selected for interview will be contacted directly.

We thank all candidates for their interest."
Tiger Analytics Inc.,computer software engineer,"Information Technology
Computer Science
Electrical, Electronics and Communications Engineering
Computer Applications
Data manipulation and analysis
Area of Specialization
System integration
Work Setting
Consulting firm
Specific Skills
Collect and document user's requirements and develop logical and physical specifications
Research, evaluate and synthesize technical information to design, develop and test computer-based systems
Develop data, process and network models to optimize architecture and to evaluate the performance and reliability of designs
Plan, design and co-ordinate the development, installation, integration and operation of computer-based systems
Assess, troubleshoot, document, upgrade and develop maintenance procedures for operating systems, communications environments and applications software
Lead and co-ordinate teams of information systems professionals in the development of software and integrated information systems, process control software and other embedded software control systems
Programming Languages
SQL
Python
React.js
Scala
Angular.js
Hadoop
R
Security and Safety
Criminal record check
Transportation/Travel Information
Valid driver's licence
Work Conditions and Physical Capabilities
Attention to detail
Tight deadlines
Computer and Technology Knowledge
Programming languages
Software development
SQL
Data analysis software
Mapping and data visualization software
MS Office
Business intelligence
Cloud
Personal Suitability
Effective interpersonal skills
Team player
Excellent oral communication
Excellent written communication
Client focus
Teleworking Information
Remote work available
Benefits
Medical Benefits
Disability Benefits
Dental Benefits
Group Insurance Benefits
Life Insurance Benefits
Pension Plan Benefits
RRSP Benefits
Vision Care Benefits"
Workplace Safety and Insurance Board,Data Scientist,"Producing algorithmic methodology and codes. Developing Machine Learning techniques. Using modern technology tools to mine the unstructured data. Leverage visualization toolkits to discover strategic insights and provide prescriptive solutions in support of evidence-based decision making and execution of the corporate strategic plan and goals.
Collaborates with internal and external clients, data stewards and operational teams to aggregate the organizations data into useable analytic datasets and engineer new data features to be used to make sound enterprise decisions.
Working with senior management and other teams such as predictive modelling, and with external stakeholders to develop production level predictive models to be used in helping the organization make real time decisions through integrating analytic datasets, models and operational systems.
Major Responsibilities:
Integrate and prepare large, varied datasets, architect specialized database and computer environments; monitor the establishment of analytical datasets that combine various data sources with needed transformation to serve planned analytical needs; operationalize predictive models for the purposes of feature generation and implementing recommendation engines as well as chat boxes(AI).
Manage the data resource identification and verification, including internal and external data sources, the leverage of new data collection processes and collaboration with subject matter experts to select the relevant sources of information. Work with external stakeholders to ensure that proper data models are maintained when ingesting external data. Follow proper protocol when dealing with confidential datasets including financial and HR data within the organization.
Use algorithms, mining and various modeling methodologies to support the identification of trends, scrape information from unstructured data sources and provide automated recommendations to all areas of the business around specific actions. Work around making data driven models and technology factory to aggregate various data sources into a feature and knowledge generating products. This could involve making recommendations to senior management about options which could impact job functions, re-organization of work levels, individual claims and employers.
Collaborate with business areas across the organization to assist the business with making evidence-based decisions. Perform reporting and analytic quantification assessments for the business and make recommendations and/or develop new analytical solutions or optimizations. Provide advice to the design and development of new information management products to meet client needs, including data visualization and enhancements to existing analytical products e.g. canned reports, tools.
Perform other related duties and responsibilities as assigned or required
Job Requirements:
1) Education requirements:
MSc Statistics/MSc Computer Science/MSc Data Scientist/Applied Mathematics/MSc Engineering
Phd Statistics/Computer Science/Engineering/Mathematics is preferred
2) Technical requirements:
Strong background and working experience on all features of Azure ML Studio, Azure Cognitive Services, Azure ML Services and ML Ops
Strong background and working experience with Azure synapse and Kubernetes
3) Experience:
4 years’ (5+ preferred) related experience
Experience with machine learning methodologies.
Extensive experience with data wrangling tools and techniques

Our commitment to equity, diversity and inclusion
We respect and value the diversity of our people. We strive to create an environment where employees can be themselves and where our differences are celebrated.
The WSIB is committed to being accessible and inclusive, and following barrier-free and accessible employment practices in compliance with the Accessibility for Ontarians with Disabilities Act (AODA). Should you require accommodation through any stage of the recruitment process, please let us know when we contact you and we will work with you to meet your needs.
Disclosing conflicts of interest
As public servants, employees at the WSIB have a responsibility to act in an ethical way at all times to create a respectful workplace and maintain public trust. Job applicants are required to disclose any circumstance that could result in a real, potential or perceived conflict of interest. A conflict of interest is any situation where your private interests may impair or be perceived to impair the decisions you make in your official capacity. This may include: political activity, directorship, other outside employment and certain personal relationships (e.g. with current WSIB employees, customers and/or stakeholders). If you have any questions about conflict of interest obligations and/or how to make a disclosure, please contact the Talent Acquisition Centre at talentacquisitioncentre@wsib.on.ca.
Privacy information

We collect personal information from your resume, application, cover letter and references under the authority of the Workplace Safety and Insurance Act, 1997. The Talent Acquisition Centre and WSIB hiring parties will used this information to assess/validate your qualifications, determine if you meet the requirements of vacant positions and/or gather information relevant for recruitment purposes. If you have questions or concerns regarding the collection and use of your personal information, please contact the WSIB’s Privacy Office at privacy_office@wsib.on.ca. The Privacy Office cannot provide information about the status of your application.
As a precondition of employment, the WSIB requires that prospective candidates undergo a criminal records name check any time before or after they are hired.
To apply for this position, please submit your application by the closing date."
Scotiabank,Software Engineer - Full Stack Developer,"Requisition ID: 123241

Join a purpose driven winning team, committed to results, in an inclusive and high-performing culture.
As a software engineer I, you’ll be part of a team that digitally transforms the business processes for our partners. Your duties will require you to work with and provide support to Business System Analyst, Product Owner, Senior Developers, and Quality Assurance. This role is ideal for entry-level to intermediate software developers who wants to either start or further their career in software development as a full-stack developer and be part of an exciting team!
Responsibilities and Duties
Actively participates in customer discovery and solution discovery sessions
Engineers’ software solutions that meet the needs of stakeholders while focusing on continually reducing technical debt
Sets up development environments necessary to build the entire solution
Participates in merging, integrating, versioning, promoting, code through environments and version control
Triaging and problem solving necessary to restore service to production and with follow on root cause / fix efforts
Collaborates to provide estimation and break down of work to enable small and frequent releases to production
Proactively provide guidance and recommendation for the software design
Create, socialize and implement on technical roadmaps
Provides expertise in the technologies and frameworks used to deliver on business objectives
Stays ahead of latest technologies, tools, patterns, etc. and brings them to the team for consideration
Actively participates in knowledge exchange forums (i.e., Architectural Communities of Practice, Industry Forums, Open Source Communities, Universities, etc.)
Qualifications
Graduated from a Computer Science, Software Engineering, or similar program
Experience programming using Java
Experience programming using HTML, JavaScript
Fundamental knowledge of core web principals (HTTP, the DOM, SSL, web servers)
Experience working with Thymeleaf is a plus
Experience working with Spring Frameworks is a plus
Experience working with BIRT reporting is a plus
Experience working with PEGA application development is a plus
#INTECH
Location(s): Canada : Ontario : Toronto

Scotiabank is a leading bank in the Americas. Guided by our purpose: ""for every future"", we help our customers, their families and their communities achieve success through a broad range of advice, products and services, including personal and commercial banking, wealth management and private banking, corporate and investment banking, and capital markets.

At Scotiabank, we value the unique skills and experiences each individual brings to the Bank, and are committed to creating and maintaining an inclusive and accessible environment for everyone. If you require accommodation (including, but not limited to, an accessible interview site, alternate format documents, ASL Interpreter, or Assistive Technology) during the recruitment and selection process, please let our Recruitment team know. If you require technical assistance, please click here. Candidates must apply directly online to be considered for this role. We thank all applicants for their interest in a career at Scotiabank; however, only those candidates who are selected for an interview will be contacted."
IBM,Intern Conversion - Compiler Developer,"Introduction
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run today - planes and trains take off on time, bank transactions complete in the blink of an eye and the world remains safe because of the work our software developers do. Whether you are working on projects internally or for a client, software development is critical to the success of IBM and our clients worldwide. At IBM, you will use the latest software development tools, techniques and approaches and work with leading minds in the industry to build solutions you can be proud of.

Your Role and Responsibilities
START DATES FOR THIS POSITION ARE IN 2022

The IBM Compiler Group is looking for software developers to join our world class Compiler Team. Our compilers are at the cutting edge of compilation technology, and our developers have helped deliver conformance to latest programming language standard and industry leading benchmark results. We produce compilers for a range of programming languages optimized for IBM POWER systems and zSeries mainframes. Our developers often contribute to the design of future IBM processors, the evolution of programming languages and many have acquired extensive patent portfolios.

If you have C++ coding experience, programming language design and a passion for developing innovative algorithms that make software run as fast as possible, this is the team for you. This position offers you a rare opportunity to influence the performance of hardware and software that are used by millions of people every second. The work is challenging and complex, involves collaboration with many of IBMs top technical experts, and gives you the opportunity to acquire and use advanced technical skills in a highly specialized area of computer engineering.

Entry-Level DevOps Engineers are in demand across IBM's growth areas. You'll be matched to a development team based on your skills, location preference and business needs. Positions are based in one of the following IBM offices:

Opportunities in all locations will vary based on business demand

Must be eligible/legally entitled to work in Canada

Required Technical and Professional Expertise
English Fluent (Verbal and Written)
Bachelor's Degree in related field
Experience in coding on at least one significant software project in C++
Experience in advanced data structures and algorithms
Experience in debugging and problem determination
Experience in Linux/Unix development

Preferred Technical and Professional Expertise
Master's or PHD Degree in Information Technology
Experience in low-level programming (e.g. assembly language, embedded systems development) and low-level debugging
Experience in compilers or compiler optimization (LLVM preferred)
Experience working in open source projects
Experience in benchmarking or application performance analysis
Experience in multithreaded programming issues, parallelism, numerical computation, etc.
Basic knowledge in one or more computer architectures, and of hardware/software interactions

Must have the ability to work in Canada without sponsorship.
About Business UnitNo matter where you work in IBM, you are making an impact. As an Early Professional with IBM, you will be taking on a key role with one of our industry-leading business units to work on the technology that is solving our most challenging problems and changing the way the world thinks.

Your Life @ IBMWhat matters to you when you’re looking for your next career challenge?

Maybe you want to get involved in work that really changes the world? What about somewhere with incredible and diverse career and development opportunities – where you can truly discover your passion? Are you looking for a culture of openness, collaboration and trust – where everyone has a voice? What about all of these? If so, then IBM could be your next career challenge. Join us, not to do something better, but to attempt things you never thought possible.

Impact. Inclusion. Infinite Experiences. Do your best work ever.

About IBMIBM’s greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world.Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we’re also one of the biggest technology and consulting employers, with many of the Fortune 50 companies relying on the IBM Cloud to run their business. At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it’s time for you to join us on our journey to being a responsible technology innovator and a force for good in the world.

Location StatementThis role will involve working with technology that is covered by Export Regulations sanctions. If you are a Foreign National from any of the following US sanctioned countries (Cuba, Iran, North Korea, and Syria) on a work permit, you are not eligible for employment in this position.

Being You @ IBMIBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
Munich RE,"Data Scientist, NA Integrated Analytics (2022 New Grad – Tor...","Data Scientist, NA Integrated Analytics (2022 New Grad – Toronto)
LOCATION: Toronto, ON
ANTICIPATED START DATE: 2022 (Upon graduation)
NUMBER OF POSITIONS: 2

Location
Toronto , Canada
Calling all emerging Data Science talent! We’re looking for new/recent graduates who have a passion for data science coupled with a strong desire to be an active contributor in our growing and highly strategic team.

In keeping with our global position as an industry leader and innovator, Munich Re is driving transformative change in the life insurance industry through data science. The role of data scientist will apply statistical techniques and machine learning to build solutions to core challenges in the life insurance industry. You will be immersed in real-time business problems while engaged in a collaborative approach to delivering world-class, innovative solutions for our North American operations. We see the use of data as instrumental in making it easier for people to buy life insurance and to expand the number of people insured.
To learn more about the North American Integrated Analytics team, please visit our site: https://www.munichre.com/us-life/en/solutions/integrated-analytics.html
Your job
Responsibilities may include, but will not be limited to the following:
Apply statistical and machine learning techniques to assist with building models for underwriting, pricing, and claims management;
Help us drive innovation, enabling new underwriting paradigms, distribution models, and data management;
Build and implement solutions that enable operational units to improve quality and speed of core processes in order to generate incremental revenue or reduce expense;
Proactively research new ways of modeling data to unlock actionable insights or improve processes;
Collaborate across Munich Re functions and with clients to use analytics to influence business decisions;
Work with existing data science groups at Munich Re and collaborate with internal partners to leverage capabilities in big data technology.
Your profile
First and foremost, you’ll demonstrate a natural desire to provide exceptional client service through your energy, enthusiasm, and initiative.
Specifically, we’re looking for the following qualifications:
Undergraduate or Graduate degree (Master’s, PhD) in Computer Science, Statistics, Data Science/Analytics, Applied Mathematics, Engineering (Physics, Bioinformatics) – or equivalent program offering coursework manipulating large datasets;
Expertise in advanced predictive analytic techniques;
Strong experience working with Python, or R; working knowledge of SQL (familiarity with multiple languages considered an asset);
Demonstrated experience working with analytics through the modeling lifecycle including gathering data, design, model building, testing, implementation, communication, and monitoring;
Excellent communication skills; spoken & written, formal/informal presentation – to effectively interpret and present actionable insights to partners;
Resourceful and able to learn quickly;
A drive to make a difference;
Proven ability to thrive in a dynamic environment.
Preferred (but not required):
Familiarity with cloud computing platforms (ex. AWS, Microsoft Azure);
Familiarity with big data technologies (ex. Apache Spark, Hadoop, etc), natural language processing and deep learning frameworks (ex. Tensorflow, Pytorch);
Previous exposure to insurance or financial services environment, or Actuarial examinations/designation.
Note that this opportunity is open to both graduating students, as well as recent graduates who have obtained their degree within the past year.
About us
Munich Re’s track record as one of the world’s leading reinsurance companies is based on a solid capital foundation, in-depth risk expertise and market know-how. Our data, our technology, and our teams place us in a unique position to lead the change to redefine the nature and impact of reinsurance for the future. We’re investing strategically in our world class talent, offering our employees a diverse and challenging work environment which promotes professional development, innovation, and passion – and rewards high performance.
Please note that only candidates who are selected for interview will be contacted directly.

We thank all candidates for their interest.

Apply now! Apply for this Job!
Munich Re Canada is committed to providing a work environment that is inclusive and free of employment barriers and discrimination. Accommodations will be made for qualified applicants with a disability throughout the recruitment process. If you receive a request for an interview and you have a disability which will require an accommodation to support your participation, please consult with Human Resources or contact AODARequestHR@munichre.ca as soon as practical so that suitable accommodations can be arranged."
Hudson's Bay,"SOFTWARE ENGINEER III, ANALYTICS","JOB DESCRIPTION
Who We Are:
HBC is a diversified retailer focused on driving the performance of high-quality stores and their Omni-channel platforms and unlocking the value of real estate holdings. Founded in 1670, HBC is the longest continually operating company in North America. HBC’s portfolio today includes formats ranging from luxury to premium department stores to off price fashion shopping destinations, with 239 stores and more than 22,000 employees around the world. HBC’s leading businesses across North America include Saks Fifth Avenue, Hudson’s Bay, and Saks OFF 5TH.
HBC also has significant investments in joint ventures. It has partnered with Simon Property Group Inc. in the HBS Global Properties Joint Venture, which owns properties in the United States. In Canada, it has partnered with RioCan Real Estate Investment Trust in the RioCan-HBC Joint Venture, and in Europe, it has partnered with SIGNA Retail Holdings for real estate and retail joint ventures.

A truly global corporate citizen, HBC is committed to responsible business practices to bring about positive change, and we work hard to shape a sustainable future for people and the planet. Our philanthropic initiatives help create healthy families, strong communities, and sport excellence in the cities and countries in which we operate around the world, while striving to create innovative programs and resources that provide flexibility for work-life balance in order to maintain a positive working environment
What This Position Is All About:
This role is to support the ongoing effort at HBC to improve our insight into customer behavior through Analytics. The Software Engineer, Analytics role will be responsible for updates to our tag manager and data layer.
Who You Are:
Someone with a natural sense of urgency, you prioritize well and meet your deadlines
You understand the value of being proactive and solution-oriented
Your oral and written communication skills are obviously effective and clear

As The Software Engineer, Analytics, You Will:
Maintain and support Adobe Analytics platform
Design, build and deploy tagging solutions in Adobe Launch
Translate business needs to technical specifications
Troubleshoot Adobe Analytics reporting to determine potential issues with tagging
Develop and maintain technical documentation

You Also Have:
Bachelor’s degree in Mathematics, Computer Science, Business Administration, or a related field
Adobe Analytics experience (2-5 years)
Digital Tag Management application experience (2+ years) Adobe DTM/Launch preferred

Your Life and Career at HBC:
Be part of a world-class team; work with an adventurous spirit; think and act like an owner- operator!
Exposure to rewarding career advancement opportunities, from retail to supply chain, to digital or corporate.
A culture that promotes a healthy, fulfilling work/life balance.
Benefits package for all eligible full-time employees (including medical, vision and dental).
An amazing employee discount.

Thank you for your interest with HBC. We look forward to reviewing your application.

HBC provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, HBC complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.

HBC welcomes all applicants for this position. Should you be individually selected to participate in an assessment or selection process, accommodations are available upon request in relation to the materials or processes to be used."
Johnson & Johnson Family of Companies,Regulatory Affairs Intern (January 2022),"At Johnson & Johnson, we use technology and the power of teamwork to discover new ways to prevent and overcome the world’s the most significant healthcare challenges. Our Corporate, Consumer Health, Medical Devices, and Pharmaceutical teams leverage data, real-world insights, and creative minds to make life-changing healthcare products and medicines. We're disrupting outdated healthcare ecosystems and infusing them with transformative ideas to help people thrive throughout every stage of their lives. With a reach of more than a billion people every day, there’s no limit to the impact you can make here. Are you ready to reimagine healthcare?
Here, your career breakthroughs will change the future of health, in all the best ways. And you’ll change, too. You’ll be inspired, and you’ll inspire people across the world to change how they care for themselves and those they love. Amplify your impact. Join us!
At Janssen, we are dedicated to addressing and solving some of the most important unmet medical needs of our time in oncology, immunology, neuroscience, infectious diseases and vaccines, pulmonary hypertension, metabolic and chronic diseases. Motivated by our commitment to patients, we bring innovative products, services and solutions to people throughout the world. Janssen Inc. is a member of the Janssen Pharmaceutical Companies of Johnson & Johnson. Please visit www.janssen.com/canada for more information.
We offer a work culture that is open, creative, and performance driven with an environment that is fun and sophisticated. Within our facilities we have a fitness center that you can access and an online company store, exclusive to employees, where you can purchase J&J products. We also offer opportunities for employees to get involved in sports teams, social events and to volunteer with local charities.
The Regulatory Affairs department is responsible for the registration of new pharmaceutical products, new product indications and line extensions and for compliance with Health Canada regulatory requirements for drug products.
As a Regulatory Affairs intern, you will:
Assist in the preparation and compilation of regulatory submissions including New Drug Submissions (NDSs), Supplemental New Drug Submissions (SNDSs), and other submission to support the lifecycle management of pharmaceutical products. The focus of this role is clinical/therapeutic not CMC.
Assist in the development of responses to Health Canada queries in relation to clinical efficacy and safety, clinical pharmacology, biopharmaceutics and preclinical subject matter (e.g. Clarification letters, Notice of Non-Compliance [NON], and Notice of Deficiency [NOD]) in a timely manner.
Collaborate with internal partners to ensure delivery of regulatory affairs activities to meet strategic business objectives and goals.
Assist with the department’s effort to operationalize and improve critical departmental processes.

Qualifications
The applicant will have a Bachelor’s degree in the biological or life sciences. An advanced university degree (MSc, PhD) in biological sciences or life sciences is preferred.
Pursuing a Post Graduate Regulatory Affairs Certificate (Hons. Standing)
Strong computer skills. Knowledge of databases and Excel.
Strong problem-solving and analytical skills.
Strong teamwork and communication skills (oral and written). Scientific writing skill highly desirable.
Project management skills and ability to handle multiple priorities
Knowledge of the drug development process is highly desirable.
Knowledge of Canadian drug laws, regulations, guidelines and policies, and the Health Authority organizational structure and processes for the review and approval of drug submissions is highly desirable.
The ability to interpret and summarize clinical data is highly desirable.
The ability to interpret and summarize Real World Evidence is highly desirable.
The ability to interpret basic biostatistics is highly desirable.
This position is located in Toronto, Ontario.
Johnson and Johnson Family of Companies are equal opportunity employers, and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, genetic information, national origin, protected veteran status, disability status, or any other characteristic protected by law.


Primary Location
Canada-Ontario-Toronto-19 Green Belt Drive
Organization
Janssen Inc. (7710)
Job Function
General Administration
Requisition ID
2105970509W"
Coursera,Software Engineer Intern (Winter 2022) - Toronto,"Coursera was launched in 2012 by two Stanford Computer Science professors, Andrew Ng and Daphne Koller, with a mission to provide universal access to world-class learning. It is now one of the largest online learning platforms in the world, with 87 million registered learners as of June 30, 2021. Coursera partners with over 200 leading university and industry partners to offer a broad catalog of content and credentials, including Guided Projects, courses, Specializations, certificates, and bachelor’s and master’s degrees. Institutions around the world use Coursera to upskill and reskill their employees, citizens, and students in many high-demand fields, including data science, technology, and business. Coursera became a B Corp in February 2021.

Coursera’s Engineering teams are responsible for maintaining a scalable and reliable platform. Engineering works to build interactive products for the worldwide learner community. As an engineer at Coursera, you will be empowered to build well-engineered products that shape new platform features and advance our technical infrastructure. You will be encouraged to build reliable, scalable, testable, and efficient systems.

This internship will run from January 3 to April 22. During the 16 weeks internship, you'll be embedded as a member of a small Engineering team and paired with a mentor on your team. You will have the guidance, environment, and the responsibility of deploying your projects to production. You will work on real projects, features, and updates that will affect millions of learners worldwide!

Check out life at Coursera on The Muse!
Basic Qualifications:
Currently pursuing a B.A./B.S. Degree or higher in Computer Science, or related technical field
Must be currently enrolled in a full time degree program and returning to the program after the completion of the internship
Preferred Qualifications:
Strong competencies in data structures, algorithms and software design
Demonstrated software engineer experience via an internship, work experience, school projects or coding competitions.
Self-motivated, smart, hands-on, relentlessly focused on impact, and able to operate under a great deal of independence

Coursera is an Equal Employment Opportunity Employer and considers all qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, age, marital status, national origin, protected veteran status, disability, or any other legally protected class.

If you are an individual with a disability and require a reasonable accommodation to complete any part of the application process, please contact us at accommodations@coursera.org.

Please review our CCPA Applicant Notice here."
