company,job_header,job_description
StackAdapt,Data Engineer,"StackAdapt is the no. 1 performing programmatic advertising platform helping brands accelerate customer engagement and acquisition. This state-of-the-art platform is where some of the most progressive work in machine learning meets cutting-edge user experience.

Ranking the highest in performance by G2 Crowd for the fourth time, we're one of the fastest-growing companies in Canada and ranks 6th in Deloitte's Technology Fast 50 ranking and 23rd in Fast 500 in North America.

We're looking to add Data Engineers to our data team! This team works on solving complex problems for StackAdapt's digital advertising platform. You'll be working directly with our data scientists, data engineers, Engineering team, and CTO on building pipelines and ad optimization models. With databases that process millions of requests per second, there's no shortage of data and problems to tackle.

Watch our talk at Amazon Tech Talks: https://www.youtube.com/watch?v=lRqu-a4gPuU
What you'll be doing:
Design modular and scalable data pipelines to handle huge datasets
Understand and implement custom ML algorithms
Work on a micro-service architecture that simultaneously implements and monitors thousands of ML models concurrently
We'll be reaching out to candidates that have:
A high GPA from a well-respected Computer Science program
Have confidence in algorithm design and concurrency
Preferably have at least 1 year of job experience (internships count)
Interest in designing distributed scalable systems
Implementation of probabilistic and machine learning algorithms
Algorithms design ability
StackAdapters enjoy:
Highly competitive salary with RRSP matching
3 weeks vacation + 3 personal care days + 1 volunteer day + birthdays off
Full benefits from League on day one of employment
Work from home reimbursements
Coverage and support of personal development initiatives (conferences, courses, etc)
An awesome parental leave policy
A weekly $15 lunch credit via Ritual
A friendly, welcoming, and supportive culture
Our social and team events (virtually!)
About StackAdapt

StackAdapt is a self-serve programmatic advertising platform used by the most exceptional digital marketers. This state-of-the-art platform is where some of the most progressive work in machine learning meets cutting-edge user experience. Ad buyers plan, execute, and manage data-driven digital advertising campaigns across all devices, inventory, and publisher partners. StackAdapt is a Top 100 Software Product on G2, being the only DSP on the Best Software Products and Highest Satisfaction lists.

We've been recognized for our high performing campaign conversion rates, award-winning customer service, and innovation by numerous industry publications including:

Great Place to Work® named StackAdapt as one of Canada’s Best Workplaces for Start-ups in 2021
A leader in the DSP, Video and Cross-Channel Advertising Categories on G2
A Top Growing Company in Canada based on the Globe and Mail's 2020 Business Report
Named 23rd in Deloitte Canada’s Technology Fast 50™ program
Named in Deloitte Technology's Fast 500 in North America

StackAdapt is a diverse and inclusive team of collaborative, hardworking individuals trying to make a dent in the universe. We are an equal opportunity employer and we are happy to work with applicants requesting accommodation at any stage of the hiring process. We welcome and encourage anyone and everyone to apply."
Conestoga College,"Technologist, Machine & Welding Shop","Support Staff Full-time New Position
(Full-time Support Staff will be given first consideration)
As the COVID-19 pandemic evolves around the world and in our local community, Conestoga College continues to adjust plans based on the guidance provided by our local Public Health authority. Considering these unprecedented circumstances, final hiring decisions remain contingent upon confirmed enrolment numbers and the evolving work environment. Conestoga College will take appropriate measures to protect the safety and well-being of our College community and prospective candidates throughout the recruitment and selection process, including the scheduling of remote interviews.
The Technologist aids faculty by overseeing the use of facilities including developing instructional plans for demonstrating practical skills based on established learning objectives and completing remedial instructions for those students who require further assistance in mastering the practical skills. This individual will also be responsible for the set-up, operation, and maintenance of a variety of machines and equipment, providing technical support for matters of a complex nature. The incumbent will provide input into ordering material and supplies and will also maintain inventories.
Please note hours of work may be scheduled between 8:00 a.m. to 10:00 p.m. Monday to Sunday.
Although many of our employees are currently working remotely, this position is governed by the applicable legislation of the Province of Ontario. Successful candidates will be required to conduct work within Ontario and must be available to work on campus as required.
Responsibilities:
Demonstrates practical skills to students and provides remedial instruction to those requiring further assistance to master skills based on established learning objectives
Demonstrates the safe use of equipment to students
Demonstrates the procedures used with equipment and the capabilities of equipment to faculty and students ensuring to emphasize risk assessment and best practices for safety in an industrial application
Provides guidance and direction to new faculty and part-time employees unfamiliar with the environment
Maintains equipment in good working and safe condition through preventative and predictive maintenance, requesting repairs, etc. as required
Evaluates equipment and supplies prior to ordering, prepares purchase requisitions for supplies and machine parts, and maintains inventory of all supplies and operating equipment
Receives shipments, stores materials, and maintains storage area in a neat, orderly manner


Qualifications:
Industrial Trade Certification and/or licensed journeyperson holding valid Certificate of Qualification (C of Q) in Welding or a three-year Diploma in Welding Engineering Technology
Minimum five years of practical experience in Manufacturing
Flexible with strong organizational skills
Excellent interpersonal skills
Ability to communicate professionally (verbal and written) with students, program team, vendors, stakeholders, etc.
Ability to relate to learners working at different skill levels in a shop environment
Strong commitment to ensuring student success
Excellent interpersonal skills with a flexible approach to problem-solving
Able to model safe, respectful conduct
Self-motivated, team player who is able to work cooperatively with Conestoga students and employees


Apply Now"
SnapTravel,Senior Data Engineer,"Snapcommerce is a high growth company that sits at the intersection of mobile commerce and fintech. Our flagship product Snaptravel allows millions of users around the world to book their travel over messaging. We are currently in the scale-up phase of the company with plans to grow from ~100 employees to ~300+ employees as fast as possible while maintaining the competitive advantages and culture of being a startup

With a high-performing team of world class leaders, Snapcommerce thrives on tackling complex problems within AI, E-commerce, and Conversational Design to push the boundaries of the value we can add to our user’s lives!

At Snapcommerce, we pride ourselves on the performance-driven environment we’ve created for our team to prosper and excel. Our values are rooted in making data driven-decisions and risk-taking actions that add value to both the user and the company.

Please note that although this position at Snapcommerce is remote friendly, candidates must be located and authorized to work in the US/Canada as a precondition of employment. Snapcommerce does not sponsor applicants for work visas.

About the Role
We are looking for a Senior Data Engineer with 3+ years of experience to join our growing Engineering team! As a Data Engineer at Snapcommerce, you will be responsible for building highly reliable and scalable data platforms and pipelines You will have full control over ensuring the accuracy and integrity of all data, and will build pipelines, tools and predictive models to help drive insights and decisions in our Product and Growth teams! In this role you will have the opportunity to build scalable and highly available data pipelines using bleeding-edge tech and tools in one of Toronto’s fastest-growing Data teams, with a focus on thinking big and moving quickly.
Diving into more detail, as a Senior Data Engineer you will:
Help to evolve and scale our data platform, with an eye towards growth of our business and reliability of our data
Help productionize machine learning models
Work closely with the analytics and business intelligence teams, as well as other stakeholders from finance, sales, marketing, and product, to understand the data needs of the business and produce processes that enable a better product and support growth decision-making
Generate architecture recommendations and the ability to implement them
Improve, manage, and teach standards for code maintainability and performance in code submitted and reviewed
Help evolve our CI/CD strategy for our ELT jobs and pipelines
Our Tech:
We use an SOA architecture powered by many micro-services, including the bot platform, the NLP model and the real-time pricing and recommendation engine
Data pipeline tools including Fivetran, dbt, Airflow, Apache Spark, Snowflake, Looker
We have a distributed ELT infrastructure hosted using Docker and AWS
About You:
You have at least 3 years+ of software/data engineering experience, at least 2 of which has been in a Data Engineering role
You learn quickly, regardless of the languages and technologies used
You always strive to build the minimally viable product before over-engineering
You have experience building scalable data pipelines and powerful reporting tools
You love solving complex problems with logical, well-architected solutions
You are well-versed in data modeling and have experience building distributed systems
Clear communicator who can gather technical requirements and explain technical intricacies
Predictive modeling and machine learning experience is a strong plus
Why work at Snapcommerce?
Work with a group of ultra-smart hard-working talent coming from companies such as Google, Uber, & Facebook
Join a results-driven organization where performance is measured by your output and not the number of hours you work
Be part of a 100% transparent culture where every employee has access to board decks, strategy, and financials
Work on projects that have instant impact, with most engineers pushing code to production within their first week
Every day you will be helping our customers save money, earn rewards, and experience more of what life has to offer, making this a very rewarding and meaningful career
Our Work Perks
Flexible working hours with complete work-from-home freedom
Guilt-free unlimited vacation policy with great employee travel discounts using SnapTravel
Competitive salaries, equity options, full benefits from day one, wellness budgets and paid L&D
Generous EI top-up, parental leave, additional vacation and a flexible return-to-work plan
Continued growth with a generous employee L&D budget and Diversity & Inclusion events
Guilt-free paid stress days and mental health support

We Believe in Equal Opportunity

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, colour, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
Deep Genomics,Scientist - R&D RNA Biology,"About Us

We are a Toronto-based startup company that is building an AI-powered discovery and development platform to significantly expand the universe of medicines available for genetically-defined diseases. Founded in 2015, we bring together a multidisciplinary team of world-leading experts in machine learning, genomics, chemistry, and biology. Together we are on a mission to rapidly discover and develop oligonucleotide drugs for the treatment of patients with severe disorders of the liver, central nervous system, and eye.

About the role

As a Scientist in R&D RNA biology, you will work with our multidisciplinary team of computational biologists, machine learning scientists, software engineers, and wet-lab scientists to identify and interrogate novel DNA and RNA regulatory mechanisms. You will use your molecular biology expertise to design proof-of-concept experiments to help identify how antisense oligonucleotide therapies give rise to their on- and off-target effects. You will collaborate with computational scientists to develop machine learning models of DNA and RNA biology and utilize these models to predict effective antisense oligonucleotides. You are an ambitious and creative molecular biologist with an interest in using your expertise in molecular biology to revolutionize drug development.
What will you do?
Utilize different gene expression assays to screen oligonucleotide compounds for their effect on target RNA and/or protein levels.
Interrogate how oligonucleotides can be used to impact expression regulation at the transcriptional, post-transcriptional, and translational levels using techniques including, but not limited to: reporter based assays, protein/nucleic acid pulldowns, or RNA stability/nascent RNA measurements.
Routine culture/treatments of iPSC derived neurons, hepatocytes, and other in vitro models and cell lines.
What do you bring?
A PhD in the biological sciences with at least 2 years of postgraduate experience, preferably in a biotechnology or pharmaceutical industry setting.
Graduate or postgraduate experience in developing assays to interrogate RNA biology.
Graduate or postgraduate experience with standard techniques in molecular and cell biology including, for example, general cell culture, genetic manipulation of mammalian cells (e.g. CRISPR/Cas9), DNA/RNA/Protein isolation and analysis, cell sorting, ELISAs, RT-qPCR.
Great communication and organization skills and comfort working with limited supervision in a fast-paced and rapidly growing work environment.
Outside-the-box thinking: a creative and innovative mindset.
Nice to have:
Previous experience working with antisense oligonucleotides, iPSCs, neural stem cells, hepatocytes, or immortalized/cancer cell lines.
What we offer?
A highly competitive salary and meaningful equity compensation (ESOPs).
A wide array of company-paid benefits.
Exceptional opportunities for learning and growth working alongside the world’s best team.
An opportunity to work alongside a bright, collegial, highly motivated team working at the intersection of the most exciting areas of science and technology.
Deep Genomics encourages applications from all backgrounds who seek the opportunity to build the world's leading AI-driven genetic medicine company.

If you have a disability or special need, accommodation is available on request for candidates taking part in all aspects of the selection process."
Aviva,Machine Learning Engineer,"This role will start off as work from home, gradually you will be required to work in the Markham or Toronto office location.
Join an exciting team of actuaries, data scientists and engineers at the forefront of leveraging data to drive decisions at every level of our organization. The insurance industry is undergoing a transformation and you get to be in the driver’s seat during this data-driven, technology revolution.
As a machine learning engineer, you will be part of a dynamic small team with exposure to different business stakeholders and direct influence on future products and innovative solutions. You will help build the foundation that enables our team to bring insights to the business and impact millions of customers.
What you need to succeed:
As a machine learning engineer, you will need the following skills and experience to succeed in the role:
A degree in Computer Science/Engineering or related field.
2+ programming experience in Python with strong grasp of software engineering standard methodologies such as code-reusability, modularity, use of repos, etc.
2+ years of experience in building machine learning models for business application
Experience in a data-driven software engineering environment, with an end-to-end understanding of how to leverage data to make business decisions.
A proven track record in building and maintaining high quality, robust and maintainable code.
Experience building and working within a Continuous Integration framework.
An understanding of Machine Learning fundamentals and create models with the help of another team member.
Understanding of Data Warehouse concepts, ETL strategies and best practices.
An appetite for problem solving with a creative and resourceful approach to finding the right solution for the job.
Strong communication and collaboration skills
What sets you apart:
You are a self-motivated and outgoing person who can work closely with business and IT stakeholders.
You understand the relationship between data and business outcomes and can focus on long term strategies for data.
Proficiency with PostgreSQL, Teradata, Hadoop and AWS is an asset.
Experience with technologies such as Spark, Databricks and Scala will be considered an asset
You have experience working as part of an Agile Team.
Additional Information
Aviva Canada is committed to providing accommodations for people with disabilities during all phases of the hiring process including the application process. If you require an accommodation because of a disability, we will work with you to meet your needs. Applicants need to make their needs known in advance. If you are selected for an interview and require an accommodation, you are encouraged to advise the Talent Acquisition Partner who will consult with you to determine an appropriate accommodation."
Zynga,Engineering Manager - Machine Learning,"Interested in creating great products that impact millions of people? Building high-performance systems that rely on big data and machine learning? Want to solve complex large-scale technical problems using the latest technologies? Zynga is seeking a Technical Lead to join the Machine Learning Engineering team in our Analytics organization based out of our Toronto office!
Zynga is one of the world’s largest mobile video game developers with over 65 million monthly active users. The ML Engineering team continues Zynga’s tradition of using analytics technologies to enhance our games. ML Engineers develop and maintain the ML platforms for our Data Scientists to productionize their ML workflows and deal with large volumes of data. ML Engineers also develop ML applications for our games. While ML Engineers apply their work to ML-specific applications, we use standard techniques and technologies for big data infrastructure and large-scale production services.
Responsibilities:
Lead a talented team of 3-4 engineers in building and maintaining large scale ML services
Develop and maintain ML platforms for Data Scientists to use
Keep up to date with advances in ML technologies and techniques
Help drive the vision and direction of ML strategy within Zynga
Preferred Qualifications:
Experience as a technical lead/manager for atleast 4 years
Minimum 7+ years of production experience in software development with 3+ years in building ML applications
Programming Languages: Python, Go
Data Technologies: SQL, Spark, NoSQL Databases
Cloud Infrastructure: AWS
Deep Learning libraries like Tensorflow/PyTorch
ML Libraries like XGBoost, SciKit etc.
Building/maintaining large scale production services
Experience developing production ML models
Background in ML/Stats theory
Experience or background in Reinforcement Learning is a plus
Exhibits strong software development qualities including the ability to drive creative and innovative solutions to complex problems, good technical judgment.
Excellent communication skills, and the ability to work effectively with others in a team environment
What we offer you:
Competitive salary, bonus plan, Zynga RSU’s (Restricted Stock Units), ESPP (Employee Stock Purchase Plan)
RRSP Company Match Contribution
Extended Health coverage, dental, disability, critical illness, EAP, and life insurance
Virtual mental health and neurodiversity support programs
Goodlife fitness annual membership
Open vacation policy
Family planning support program
Generous paid maternity/parental leave
Subsidized Back-up child care
Zynga happy hours and frequent employee events
Casual dress every single day
Culture of diversity and inclusion including employee resource groups
Work with cool people and impact millions of daily players
**During the COVID-19 pandemic, our workforce transitioned to working from home, with all interviewing and onboarding being conducted virtually until further notice.

Zynga is an equal opportunity employer. We are proud of our diverse community; we do not discriminate on the basis of race, sex, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, medical condition, disability, or any other class or characteristic protected by applicable law. We welcome candidates, players, employees, and partners from all backgrounds. Join us!

Zynga will consider for employment all qualified applicants with criminal histories in a manner consistent with applicable law.

Zynga is committed to providing reasonable accommodation to applicants with disabilities. If you need an accommodation during the interview process, please let us know.
#LI-LM1"
Veeva Systems,Data Scientist - Commercial Analytics,"Veeva [NYSE: VEEV] is the leader in cloud-based software for the global life sciences industry. Committed to innovation, product excellence, and customer success, our customers range from the world’s largest pharmaceutical companies to emerging biotechs. Veeva’s software helps our customers bring medicines and therapies to patients faster.

We are the first public company to become a Public Benefit Corporation. As a PBC, we are committed to making the industries we serve more productive, and we are committed to creating high-quality employment opportunities.

Veeva is a Work Anywhere company which means that you can choose to work in the environment that works best for you - on any given day. Whether you choose to work remotely from home or work in an office - it’s up to you.

The Role

As a Data Scientist for the Commercial Analytics team, you will work with Veeva Engineers, Consultants, and fellow Data Scientists to support analysis and analytical data deliverables.

Your role will be to generate and own the mathematical and behavioral models that will help drive the generation of impactful insights and suggestions for our clients. Our ideal candidate is multi-talented, with the capabilities to develop statistical, machine learning, and optimization models but they are also able to be client-facing, to understand the business needs of our clients (both within and outside of Veeva), and present complex statistical and machine learning models to the stakeholders.

This is a great opportunity for someone who is excited about using their deep Data Science expertise to help shape the ML offerings of the Veeva business. This role is based in the Veeva Toronto Office - 20 Toronto St, Toronto, ON
What You’ll Do
Develop advanced algorithms that solve problems of large dimensionality in a computationally efficient and statistically effective manner
Design, develop and assess highly innovative models for clustering, anomaly detection, and more
Build and run analysis of models and algorithms in order to assess performance and identify the best algorithms to present to customers
Ensure models and algorithms support our customers and help them drive towards more intelligent and effective engagement with their customers
Execute statistical and data mining techniques (e.g. hypothesis testing, machine learning, and retrieval processes) on large data sets to identify trends
Work closely with the data warehouse product team to ensure the architecture is effectively developed to support algorithms that are reproducible for many clients while being able to tailor said models for individual clients
Build models to help our Business Consulting and Strategy teams work with customers on how to better understand healthcare behavior to improve patient outcomes
Provide subject matter expertise and advice on model design, data collection, and/or model evaluation to technical and non-technical audiences
Contribute to developing and executing the team’s research agenda, including writing white papers and presenting at conferences
Collaborate with data engineers to access data and explain data requirements
Collaborate with analytics consultants to communicate findings to senior leaders and business partners
Communicate analyses and results, along with implications, to technical and non-technical audiences
Demonstrate impeccable ethics and judgment when dealing with confidential data
Share research insights both inside and outside the organization to become a thought leader in this space
Requirements
Ph.D. in Economics, Machine Learning, Applied Statistics, Applied Mathematics, Physics, Engineering, Computer Science or other quantitative disciplines with at least 1+ year of relevant industry experience, or an equivalent M.S. with 4 years of relevant demonstrable research experience
Advanced in-depth specialization and experience in data analysis techniques such as: classification, pattern recognition, clustering, feature analysis, NLP, fuzzy matching, sentiment analysis, A/B testing, active/adaptive learning
Proficient in R or Python
Ability to manipulate large data sets and develop statistical models, and accurately determine cause and effect relationships
Excellent SQL/Spark skills
Intellectual curiosity, along with excellent problem-solving and quantitative skills, including the ability to disaggregate issues, identify root causes, and recommend solutions, even in situations with non-standard problems
Excellent oral and written communication skills with the ability to effectively explain complex problems and advocate technical solutions to other team members and clients
Must be comfortable with changing requirements and priorities
Must be results-oriented and able to move forward without complete information and with minimal supervision
Nice to Have
Experience with commercial aspects of the Life Sciences industry
Experience working with Software as a Service and/or enterprise products
Experience with AWS
Hands-on experience building models with deep learning frameworks (Tensorflow or similar)
Veeva’s headquarters is located in the San Francisco Bay Area with offices in more than 15 countries around the world.

Veeva is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, sex, sexual orientation, gender identity or expression, religion, national origin or ancestry, age, disability, marital status, pregnancy, protected veteran status, protected genetic information, political affiliation, or any other characteristics protected by local laws, regulations, or ordinances. If you need assistance or accommodation due to a disability or special need when applying for a role or in our recruitment process, please contact us at talent_accommodations@veeva.com."
Geotab,Software Developer Intern,"Who we are:

Geotab is a global leader in IoT and connected transportation and certified “Great Place to Work.” We are a company of diverse and talented individuals who work together to help businesses grow and succeed, and increase the safety and sustainability of our communities.

Geotab is advancing security, connecting commercial vehicles to the internet and providing web-based analytics to help customers better manage their fleets. Geotab’s open platform and Marketplace, offering hundreds of third-party solution options, allows both small and large businesses to automate operations by integrating vehicle data with their other data assets. Processing billions of data points a day, Geotab leverages data analytics and machine learning to improve productivity, optimize fleets through the reduction of fuel consumption, enhance driver safety and achieve strong compliance to regulatory changes.

Our team is growing and we’re looking for people who follow their passion, think differently and want to make an impact. Ours is a fast paced, ever changing environment. Geotabbers accept that challenge and are willing to take on new tasks and activities - ones that may not always be described in the initial job description. Join us for a fulfilling career with opportunities to innovate, great benefits, and our fun and inclusive work culture. Reach your full potential with Geotab. To see what it’s like to be a Geotabber, check out our blog and follow us @InsideGeotab on Instagram, Twitter or Facebook.

Who you are:

We are looking for amazing talent who can contribute to our growth and deliver results! Geotab is seeking an Intern who will immediately contribute to the organization and the Data and Analytics team efforts. If you love technology, are well organized, have great communication skills and are keen to join an industry leader — we would love to hear from you!

What you'll do:

As a Software Developer Intern, you will work closely with both the Data Engineering and Data Science teams. You will dedicate time to building out enterprise services, applications and tools to support Geotab's data operation solution. You will assist the team in building an optimized and secure system integration pipeline platform, as well as other projects. You will work closely with Geotab's Data Privacy and Governance team, the Data Engineering team, and System Administrators from many other departments, so effective communication is essential.
How you’ll make an impact:
Work with team lead and other data engineering team members to design and implement enterprise data platform, tools and applications on Google Cloud Platform, including but not limited to data ingestion pipeline, data API, stream processing, metadata repository.
Assist in building a suite of tools and libraries for Geotabbers to use, that allow for easier leverage of our Big Data environment
Participate and contribute to technology stack research and assessment as required.
Interact with Geotab's Big Data environment which includes working with resources within Google Cloud Platform (GCP) such as: Google BigQuery, Google Cloud Storage, Google Compute Engine, Google Kubernetes Engine, and many more.
Script CI/CD workflow.
Assist in maintaining and documenting best practices for data engineering guidelines, policies, standards and process narratives for in-scope business functions.
What you’ll bring to this role:
Completing a Bachelor/Master degree in Computer Science, Electrical Engineering or related fields.
Hands-on experience in related fields is considered an asset.
Concrete programming ability in Core Java/C#/PythonDeep understanding of object-oriented design principles
Familiar with various design patterns, good component and modeling ability.
Solid understanding and experience of any relational databases (Mysql, Postgres, SQLServer, etc).
Excellent knowledge of Advanced SQL working with large data sets.
Familiar with ETL technologies and tools for large scale data Experience developing and using virtualization, container-based and cloud platforms such as Kubernetes, Swarm, Docker, etc.
Familiarity with mainstream big data related technologies such as distributed frameworks is an asset.
Must demonstrate strong communication skills.
#LI-DNI

Why job seekers choose Geotab:

Work from home and flex work arrangements
Baby bonus
Home office reimbursement program
Online learning and networking opportunities
Electric vehicle purchase incentive program
Competitive medical and dental benefits (full-time employees only)
Retirement savings program (full-time employees only)

How we work:

At Geotab, we understand that the world is always changing and that we need to change with it. Geotab has adopted a hybrid model for working, including a flexible work from home program, with the opportunity to work in our safe, clean offices. When working from home, you are required to have a reliable internet connection with at least 50mb DL/10mb UL. Virtual work is supported with cloud-based applications, collaboration tools and asynchronous working. The health and safety of employees are a top priority. We encourage work-life balance and keep the Geotab culture going strong with online social events, chat rooms and gatherings. Join us and help reshape the future of technology!

We believe that ensuring diversity is fundamental to our future growth and progress and is an integral part of our business. We believe that success happens where new ideas can flourish – in an environment that is rich in diversity and a place where people from various backgrounds can work together. Geotab encourages applications from all qualified individuals. We are committed to accommodating people with disabilities during the recruitment and assessment processes and when people are hired. We will ensure the accessibility needs of employees with disabilities are taken into account as part of performance management, career development, training and redeployment processes. If you require accommodation at any stage of the application process or want more information about our diversity and inclusion as well as accommodation policies and practices, please contact us at careers@geotab.com. Click here to learn more about what happens with your personal data."
Slack,"Sr. Data Scientist, Virtual HQ - Data Science","We are hiring an experienced data scientist for our Virtual HQ product team. This cross-functional team is building features within Slack to allow companies to be more productive while embracing a fully-remote or hybrid working model. This is the biggest opportunity to invent the future of work since we first launched Slack!
Our Virtual HQ team recently launched Huddles, a way to recreate quick, informal conversations that would have happened in the office in Slack. We are also building new video and audio-based messaging features that are seeking to replace formerly synchronous, in-person processes and meetings.
In this role, you will seek to understand how these features are being adopted and how they are shifting the nature of collaboration within Slack. You will help to establish the foundational analytics infrastructure for Virtual HQ. You will be a strong partner to PMs, Researchers, and Engineers as you work collectively to refine Slack’s strategy in this new area.
Slack has a positive, diverse, and supportive culture—we look for people who are curious, inventive, and work to be a little better every single day. In our work together we aim to be smart, humble, hardworking and, above all, collaborative. If this sounds like a good fit for you, why not say hello?
What you will be doing
Apply various data science methods to understand the most meaningful aspects of our product, users, and business
Evangelize evidence-based decision making by partnering with key decision makers and driving general accessibility of data and insights
Organize disparate facts and findings into narratives that inform product strategy
Define and drive alignment around success metrics for new product areas
What you should have
5+ years of professional industry experience doing quantitative analysis. An advanced degree (MS, PhD) in a quantitative field (e.g. Computer Science, Economics, Physics) is a plus.
A proven record of using data to drive product teams to achieve ambitious goals
Expert in at least one programming language for data analysis (e.g. Python, R)
Expert in designing and testing experiments
Experience with statistical and machine learning methods to build descriptive and predictive models
Experience working with data technologies that allow effective storage and analysis of large amounts of data (e.g. Spark, Presto, Hive, etc)
Experience working on video and audio-based products is a plus
Visa sponsorship is not available for candidates living outside the country of this position.

At Salesforce we believe that the business of business is to improve the state of our world. Each of us has a responsibility to drive Equality in our communities and workplaces. We are committed to creating a workforce that reflects society through inclusive programs and initiatives such as equal pay, employee resource groups, inclusive benefits, and more. Learn more about Equality at Salesforce and explore our benefits.
Salesforce.com and Salesforce.org are Equal Employment Opportunity and Affirmative Action Employers. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status. Salesforce.com and Salesforce.org will not pay any third-party agency or company that does not have a signed agreement with Salesforce.com or Salesforce.org.
Salesforce welcomes all."
Tonal,"Senior Data Scientist TORONTO, ONTECHNOLOGY – SOFTWARE","Who We Are

Tonal is the smartest home gym and personal trainer. It has completely revolutionized the way people work out at home, with its sleek design and advanced A.I. technology. We’ve united a diverse team of experts and decades of research to reinvented strength training, making it more efficient, more effective, and more engaging.

With this in mind, we want to bring that same innovative approach to the workplace. At Tonal, we continue our shift of emphasis by growing our instrumental team. We collectively weave our knowledge and creativity, as we redefine the future of fitness. We are passionate about building products that transform lives, and building teams that transform the status quo. Together, we can be our strongest.

Overview

This position can be based out of our headquarters in San Francisco, Toronto, or remotely.
What You Will Do
Architect and build AI and machine learning models
Provide expert input on architecture of Tonal's data collection, analytics, infrastructure, and learning systems
Identify innovative opportunities for data-driven features
Develop algorithms to sense, understand, and derive insights on human motion while exercising via computer vision, pose detection, and more
Develop algorithm to recommended weights to users over time
Recommend workouts that users are likely to enjoy
Improve real-time rep and set detection from sensor data
Analyze user behavior and engagement to inform feature roadmap and marketing
Collaborate with ML, front-end, back-end, and firmware engineers to implement algorithms
Who You Are
Advanced degree in mathematical field or equivalent experience
5+ years data science experience
Knowledge of machine learning and signal processing algorithms
Knowledge of data filtering and cleansing techniques
Strong knowledge of Python, SQL, and one of Java, C/C++, Kotlin, or Go
Team player with high integrity
Open to feedback and constantly striving to improve
High degree of self-awareness
Extra Credit
Experience with gyros and accelerometers, computer vision, or control theory
Experience as a software engineer
Tonal is committed to meeting the diverse needs of people with disabilities in a timely manner that is consistent with the principles of independence, dignity, integration and equality of opportunity. Should you have any accommodation requests, please reach out to us via our confidential email, accessibility@tonal.com. All requests will be addressed and responded to in accordance with Tonal’s Accessibility Policy and local legislation."
